"code CNIS";"sigle type formation";"libellé type formation";"libellé formation principal";"sigle formation";durée;"code RNCP";"niveau RNCP";"libellé niveau RNCP";tutelle;"lien site onisep.fr";domaine/sous-domaine
334;;"licence professionnelle";"licence pro mention métiers du tourisme et des loisirs";;"1 an";29983;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.4751;"information-communication, audiovisuel/communication| hôtellerie - restauration - tourisme/tourisme"
200;;"diplôme d'ingénieur";"diplôme d'ingénieur du CNAM spécialité génie industriel en partenariat avec l'ITII Ile de France";EICnam;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.6072;"mécanique/automatismes| électricité - électronique - robotique/électrotechnique| matières premières, fabrication, industries/génie industriel| matières premières, fabrication, industries/maintenance - qualité| matières premières, fabrication, industries/méthodes industrialisation"
250;MC;"mention complémentaire";"MC Technicien(ne) ascensoriste (service et modernisation)";;"1 an";4105;4;"niveau 4 (bac ou équivalent)";"Ministère chargé de l'Éducation nationale et de Jeunesse";http://www.onisep.fr/http/redirection/formation/slug/FOR.1479;"mécanique/automatismes| électricité - électronique - robotique/électrotechnique| matières premières, fabrication, industries/maintenance - qualité"
324;;"formation d'école spécialisée";"secrétaire médical (SOSIM)";;"1 an";17204;4;"niveau 4 (bac ou équivalent)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2490;"gestion des entreprises, comptabilité/secrétariat"
230;;"diplôme des écoles d'architecture";"DPEA Architecture et philosophie";;"1 an";;0;"non inscrit au RNCP";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.2622;"construction - architecture - travaux publics/architecture"
315;;"formation d'école spécialisée";"assistant ressources humaines (CESI ESA)";;"2 ans";35103;3;"niveau 5 (bac + 2)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2085;"gestion des entreprises, comptabilité/ressources humaines"
315;;"formation d'école spécialisée";"chargé des ressources humaines (SUP DES RH)";;"1 an";35878;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7450;"gestion des entreprises, comptabilité/ressources humaines"
310;;"diplôme d'école de commerce visé (bac + 3)";"Diplôme du programme en management (programme bachelor in management)";;"3 ans";34680;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4225;"gestion des entreprises, comptabilité/administration de l'entreprise| banque - assurances - immobilier/immobilier| commerce, marketing, vente/marketing - vente"
311;DU;"diplôme d'université";"DU responsable des opérations logistiques";;"1 an";35896;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1683;"logistique - transport/logistique| logistique - transport/transport"
124;;"formation d'école spécialisée";"Diplôme de psychologue de l'école de psychologues praticiens de l'institut catholique de Paris";;"5 ans";13953;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.2805;"histoire-géographie, psychologie, sociologie/psychologie| santé - social - sport/santé (généralités)"
210;BP;"brevet professionnel";"BP Responsable d'entreprise agricole";"BP REA";"2 ans";29257;4;"niveau 4 (bac ou équivalent)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.514;"agriculture, animaux/agriculture (généralités)| agriculture, animaux/élevage - aquaculture"
252;;"diplôme d'ingénieur";"diplôme d'ingénieur du CNAM spécialité mécatronique en partenariat avec l'AFISA";EICnam;"3 ans";18250;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5913;"mécanique/automatismes| mécanique/automobile| matières premières, fabrication, industries/maintenance - qualité"
;;"diplôme d'ingénieur";"diplôme d'ingénieur du CNAM spécialité aéronautique et espace en partenariat avec Ingénieurs 2000";EICnam;"3 ans";34669;1;"niveau 7 (bac + 5)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.7477;"mécanique/aéronautique| électricité - électronique - robotique/électronique| environnement - énergies - propreté/énergies| matières premières, fabrication, industries/matériaux| mécanique/mécanique (généralités)| sciences/physique"
211;TP;"titre professionnel";"TP Ouvrier de production horticole";OPHO;"1 an";28806;5;"niveau 3 (niveau CAP)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.2970;"agriculture, animaux/cultures"
;;"formation d'école spécialisée";"cycle pluridisciplinaire d'études supérieures";;"3 ans";;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7548;"sciences/chimie| économie - droit - politique/droit (généralités)| environnement - énergies - propreté/environnement (généralités)| sciences/physique| histoire-géographie, psychologie, sociologie/sciences humaines et sociales (généralités)"
335;"BP JEPS";"brevet professionnel de la jeunesse, de l'éducation populaire et du sport";"BP JEPS spécialité éducateur sportif mention activités physiques pour tous";"BP JEPS";"1 an";28573;4;"niveau 4 (bac ou équivalent)";"Ministère chargé des sports";http://www.onisep.fr/http/redirection/formation/slug/FOR.5226;"santé - social - sport/sport"
323;;"formation d'école spécialisée";"Cadreur-opérateur de prises de vues";;"3 ans";35131;3;"niveau 5 (bac + 2)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3840;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Diplôme de l'École nationale supérieure Louis-Lumière spécialité photographie";;"3 ans";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.5551;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Diplôme d'études supérieures de réalisation audiovisuelle (DESRA) option montage";;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5612;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Diplôme d'études supérieures de réalisation audiovisuelle (DESRA) option production";;"3 ans";;2;"niveau 6 (bac + 3)";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.5613;"information-communication, audiovisuel/audiovisuel"
;;"formation d'école spécialisée";"Responsable de la performance commerciale et du marketing digital";;"1 an";31967;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.6942;"commerce, marketing, vente/grande distribution et petits commerces| commerce, marketing, vente/marketing - vente"
312;;"formation d'école spécialisée";"Décorateur merchandiser";;"2 ans";23872;3;"niveau 5 (bac + 2)";"Chambre de commerce et d'industrie";http://www.onisep.fr/http/redirection/formation/slug/FOR.1470;"commerce, marketing, vente/grande distribution et petits commerces| commerce, marketing, vente/marketing - vente"
233;;"formation d'école spécialisée";"Architecte d'intérieur (Penninghen)";;"5 ans";29844;1;"niveau 7 (bac + 5)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.3526;"arts, culture, artisanat/arts appliqués| arts, culture, artisanat/arts graphiques"
321;;"formation d'école spécialisée";"Directeur artistique en design graphique option création numérique et interactive (autograf)";;"2 ans";;1;"niveau 7 (bac + 5)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.5623;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/multimédia"
;;"formation d'école spécialisée";"Chef de projet design d'espace et produit";;"3 ans";34796;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.6665;"arts, culture, artisanat/arts appliqués| arts, culture, artisanat/arts graphiques"
323;;"formation d'école spécialisée";"Classe préparatoire audiovisuelle";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.2909;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Adjoint à la réalisation d'oeuvres cinématographiques ou audiovisuelles";;"3 ans";34182;2;"niveau 6 (bac + 3)";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4186;"information-communication, audiovisuel/audiovisuel"
323;;"formation d'école spécialisée";"Monteur truquiste";;"2 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.4322;"arts, culture, artisanat/arts graphiques| information-communication, audiovisuel/audiovisuel"
342;;"formation d'école spécialisée";"Restaurateur du patrimoine option peinture de chevalet, arts graphiques et céramiques & verre";;"2 ans";30724;2;"niveau 6 (bac + 3)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.5845;"arts, culture, artisanat/restauration d'art"
342;;"formation d'école spécialisée";"Formation des conservateurs spécialité archéologie, archives, inventaire et monuments historiques, musées, patrimoine scientifique technique et naturel";;"2 ans";;1;"niveau 7 (bac + 5)";"Ministère de la Culture et de la communication";http://www.onisep.fr/http/redirection/formation/slug/FOR.5436;"arts, culture, artisanat/activités culturelles| information-communication, audiovisuel/bibliothèque - documentation| histoire-géographie, psychologie, sociologie/histoire| arts, culture, artisanat/histoire de l'art"
;;"formation d'école spécialisée";"Agent d'accueil des publics de l'éducation artistique et culturelle";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.7295;"arts, culture, artisanat/activités culturelles| lettres, langues - enseignement/enseignement"
214;BP;"brevet professionnel";"BP Aménagements paysagers";;"2 ans";34214;4;"niveau 4 (bac ou équivalent)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.513;"agriculture, animaux/agriculture (généralités)| environnement - énergies - propreté/aménagement paysager"
214;;"formation d'école spécialisée";"Techniques du paysage";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1707;"environnement - énergies - propreté/aménagement paysager"
210;CS;"certificat de spécialisation (agriculture)";"CS arrosage automatique : espaces verts et sols sportifs";;"1 an";35397;4;"niveau 4 (bac ou équivalent)";"Ministère de l'Agriculture et de l'Alimentation";http://www.onisep.fr/http/redirection/formation/slug/FOR.6894;"agriculture, animaux/agriculture (généralités)| environnement - énergies - propreté/aménagement paysager"
315;TP;"titre professionnel";"TP gestionnaire de paie";;"1 an";35633;3;"niveau 5 (bac + 2)";"Ministère du travail, de l'emploi et du dialogue social";http://www.onisep.fr/http/redirection/formation/slug/FOR.7427;"gestion des entreprises, comptabilité/ressources humaines"
131;DU;"diplôme d'université";"DU Études élémentaires en langue et civilisation françaises";DUEELCF;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1624;"lettres, langues - enseignement/langues"
114;;"formation d'école spécialisée";"Cycle préparatoire intégré ECAM, sur le programme MPSI, PSI";ECAM;"2 ans";;0;"non inscrit au RNCP";"Ministère chargé de l'Enseignement supérieur de la Recherche et de l'Innovation";http://www.onisep.fr/http/redirection/formation/slug/FOR.1454;"matières premières, fabrication, industries/génie industriel| sciences/mathématiques| sciences/physique"
110;;"formation d'école spécialisée";"Cycle préparatoire intégré ECE ESILV post bac STI2D";;"2 ans";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1565;"électricité - électronique - robotique/électronique| lettres, langues - enseignement/formations généralistes| matières premières, fabrication, industries/génie industriel| informatique, internet/informatique (généralités)| sciences/mathématiques| matières premières, fabrication, industries/méthodes industrialisation| sciences/physique"
110;;"formation d'école spécialisée";"Tronc commun ESITC Caen 2e année";;"1 an";;0;"non inscrit au RNCP";"non renseigné";http://www.onisep.fr/http/redirection/formation/slug/FOR.1762;"électricité - électronique - robotique/électrotechnique| construction - architecture - travaux publics/génie civil| matières premières, fabrication, industries/matériaux| sciences/mathématiques| sciences/physique| sciences/sciences de la Terre"
